"id","value","liquid","light","update_time"
2390654,"0.00","249.54","0","02:22:00"
2390669,"0.00","250.31","0","02:23:00"
2390690,"0.00","249.36","0","02:24:00"
2390710,"0.00","249.60","0","02:25:00"
2390727,"0.00","248.21","0","02:26:00"
2390749,"0.00","248.21","0","02:27:00"
2390768,"0.00","248.80","0","02:28:00"
2390785,"0.00","248.33","0","02:29:00"
2390803,"0.00","249.67","0","02:30:00"
2390821,"0.00","248.92","0","02:31:00"
2390841,"0.00","249.34","0","02:32:00"
2390859,"0.00","249.92","0","02:33:00"
2390877,"0.00","249.53","0","02:34:00"
2390897,"0.00","249.59","0","02:35:00"
2390916,"0.00","249.39","0","02:36:00"
2390935,"0.00","249.43","0","02:37:00"
2390953,"0.00","248.89","0","02:38:00"
2390975,"0.00","248.70","0","02:39:00"
2390991,"0.00","249.08","0","02:40:00"
2391008,"0.00","250.36","0","02:41:00"
2391026,"0.00","250.40","0","02:42:00"
2391045,"0.00","249.83","0","02:43:00"
2391064,"0.00","250.11","0","02:44:00"
2391084,"0.00","250.02","0","02:45:00"
2391103,"0.00","250.11","0","02:46:00"
2391120,"0.00","249.33","0","02:47:00"
"-","-","-","0","02:48"
2391155,"0.00","251.04","0","02:49:00"
2391175,"0.00","250.29","0","02:50:00"
2391190,"0.00","250.58","0","02:51:00"
2391210,"0.00","251.51","0","02:52:00"
2391232,"0.00","251.39","0","02:53:00"
2391250,"0.00","251.21","0","02:54:00"
2391270,"0.00","251.73","0","02:55:00"
2391291,"0.00","251.06","0","02:56:00"
2391307,"0.00","251.54","0","02:57:00"
2391327,"0.00","250.88","0","02:58:00"
2391343,"0.00","251.04","0","02:59:00"
2391364,"0.00","250.98","0","03:00:00"
2391383,"0.00","251.59","0","03:01:00"
2391403,"0.00","250.29","0","03:02:00"
2391422,"0.00","250.12","0","03:03:00"
2391442,"0.00","251.04","0","03:04:00"
2391461,"0.00","250.53","0","03:05:00"
2391481,"0.00","250.45","0","03:06:00"
2391500,"0.00","249.88","0","03:07:00"
2391520,"0.00","249.81","0","03:08:00"
2391538,"0.00","249.63","0","03:09:00"
2391557,"0.00","250.29","0","03:10:00"
2391576,"0.00","250.95","0","03:11:00"
2391596,"0.00","250.97","0","03:12:00"
2391616,"0.00","251.48","0","03:13:00"
2391634,"0.00","251.15","0","03:14:00"
2391652,"0.00","251.92","0","03:15:00"
"-","-","-","0","03:16"
2391686,"0.00","249.78","0","03:17:00"
2391705,"0.00","250.86","0","03:18:00"
2391723,"0.00","250.05","0","03:19:00"
2391745,"0.00","250.82","0","03:20:00"
2391765,"0.00","251.20","0","03:21:00"
2391782,"0.00","250.92","0","03:22:00"
2391802,"0.00","250.88","0","03:23:00"
2391822,"0.00","250.77","0","03:24:00"
2391839,"0.00","251.38","0","03:25:00"
2391856,"0.00","250.82","0","03:26:00"
"-","-","-","0","03:27"
2391892,"0.00","251.62","0","03:28:00"
2391913,"0.00","252.17","0","03:29:00"
2391930,"0.00","252.39","0","03:30:00"
2391949,"0.00","252.56","0","03:31:00"
2391969,"0.00","252.70","0","03:32:00"
2391986,"0.00","251.61","0","03:33:00"
2392006,"0.00","252.23","0","03:34:00"
2392023,"0.00","251.31","0","03:35:00"
2392042,"0.00","251.88","0","03:36:00"
2392063,"0.00","252.73","0","03:37:00"
2392079,"0.00","253.32","0","03:38:00"
2392099,"0.00","252.96","0","03:39:00"
2392117,"0.00","252.54","0","03:40:00"
2392134,"0.00","253.44","0","03:41:00"
2392153,"0.00","253.25","0","03:42:00"
2392172,"0.00","253.18","0","03:43:00"
2392189,"0.00","253.21","0","03:44:00"
2392209,"0.00","253.74","0","03:45:00"
2392229,"0.00","253.56","0","03:46:00"
2392248,"0.00","253.60","0","03:47:00"
2392266,"0.00","253.75","0","03:48:00"
2392285,"0.00","254.38","0","03:49:00"
2392300,"0.00","253.51","0","03:50:00"
2392320,"0.00","254.01","0","03:51:00"
2392338,"0.00","255.04","0","03:52:00"
2392355,"0.00","254.00","0","03:53:00"
2392375,"0.00","253.51","0","03:54:00"
2392393,"0.00","253.86","0","03:55:00"
2392412,"0.00","252.72","0","03:56:00"
2392434,"0.00","244.43","0","03:57:00"
2392450,"0.00","254.07","0","03:58:00"
2392470,"0.00","253.17","0","03:59:00"
2392489,"0.00","254.04","0","04:00:00"
2392506,"0.00","254.13","0","04:01:00"
2392525,"0.00","252.99","0","04:02:00"
2392544,"0.00","254.51","0","04:03:00"
2392564,"0.00","253.90","0","04:04:00"
2392583,"0.00","252.28","0","04:05:00"
2392600,"0.00","254.01","0","04:06:00"
2392618,"0.00","252.87","0","04:07:00"
2392641,"0.00","253.01","0","04:08:00"
2392656,"0.00","253.50","0","04:09:00"
2392675,"0.00","253.76","0","04:10:00"
2392694,"0.00","253.76","0","04:11:00"
2392713,"0.00","253.78","0","04:12:00"
2392733,"0.00","253.60","0","04:13:00"
2392750,"0.00","254.21","0","04:14:00"
2392769,"0.00","253.84","0","04:15:00"
"-","-","-","0","04:16"
2392806,"0.00","253.72","0","04:17:00"
2392825,"0.00","254.11","0","04:18:00"
"-","-","-","0","04:19"
2392860,"0.00","253.87","0","04:20:00"
2392879,"0.00","253.60","0","04:21:00"
"-","-","-","0","04:22"
2392914,"0.00","254.64","0","04:23:00"
2392935,"0.00","255.83","0","04:24:00"
2392950,"0.00","255.68","0","04:25:00"
2392968,"0.00","254.61","0","04:26:00"
2392989,"0.00","255.15","0","04:27:00"
2393005,"0.00","255.52","0","04:28:00"
2393024,"0.00","255.15","0","04:29:00"
2393046,"0.00","253.65","0","04:30:00"
2393062,"0.00","254.87","0","04:31:00"
2393078,"0.00","255.08","0","04:32:00"
2393098,"0.00","255.61","0","04:33:00"
2393116,"0.00","255.44","0","04:34:00"
2393134,"0.00","256.21","0","04:35:00"
2393152,"0.00","255.24","0","04:36:00"
2393172,"0.00","255.28","0","04:37:00"
2393192,"0.00","255.19","0","04:38:00"
"-","-","-","0","04:39"
2393228,"0.00","255.33","0","04:40:00"
2393247,"0.00","255.25","0","04:41:00"
2393264,"0.00","255.38","0","04:42:00"
2393284,"0.00","255.39","0","04:43:00"
2393302,"0.00","255.18","0","04:44:00"
2393319,"0.00","254.13","0","04:45:00"
2393339,"0.00","254.66","0","04:46:00"
2393359,"0.00","254.75","0","04:47:00"
2393376,"0.00","256.34","0","04:48:00"
2393397,"0.00","255.06","0","04:49:00"
2393414,"0.00","255.42","0","04:50:00"
2393434,"0.00","256.43","0","04:51:00"
2393454,"0.00","255.88","0","04:52:00"
2393470,"0.00","254.55","0","04:53:00"
2393489,"0.00","256.53","0","04:54:00"
2393509,"0.00","255.34","0","04:55:00"
2393529,"0.00","255.15","0","04:56:00"
2393548,"0.00","256.20","0","04:57:00"
2393568,"0.00","253.94","0","04:58:00"
2393585,"0.00","255.68","0","04:59:00"
2393605,"0.00","256.05","0","05:00:00"
2393622,"0.00","254.71","0","05:01:00"
2393641,"0.00","256.21","0","05:02:00"
2393660,"0.00","255.75","0","05:03:00"
2393680,"0.00","255.63","0","05:04:00"
2393698,"0.00","255.39","0","05:05:00"
2393718,"0.00","254.23","0","05:06:00"
2393733,"0.00","255.30","0","05:07:00"
2393752,"0.00","255.66","0","05:08:00"
2393772,"0.00","254.80","0","05:09:00"
2393787,"0.00","255.29","0","05:10:00"
2393809,"0.00","254.95","0","05:11:00"
2393828,"0.00","254.92","0","05:12:00"
2393846,"0.00","253.29","1","05:13:00"
2393865,"0.00","254.02","1","05:14:00"
2393884,"0.00","255.01","1","05:15:00"
2393899,"0.00","255.64","1","05:16:00"
2393918,"0.00","254.35","1","05:17:00"
2393938,"0.00","254.80","1","05:18:00"
2393955,"0.00","254.39","0","05:19:00"
2393973,"0.00","253.77","1","05:20:00"
2393992,"0.00","254.06","2","05:21:00"
2394008,"0.00","254.63","2","05:22:00"
2394027,"0.00","254.81","4","05:23:00"
2394048,"0.00","253.58","3","05:24:00"
2394064,"0.00","253.23","3","05:25:00"
2394083,"0.00","254.22","5","05:26:00"
2394103,"0.00","252.65","5","05:27:00"
2394119,"0.00","253.19","5","05:28:00"
2394137,"0.00","253.82","4","05:29:00"
2394156,"0.00","253.83","3","05:30:00"
2394176,"0.00","253.42","4","05:31:00"
2394196,"0.00","253.01","5","05:32:00"
2394213,"0.00","253.76","7","05:33:00"
2394233,"0.00","253.28","10","05:34:00"
"-","-","-","20","05:35"
2394272,"0.00","254.20","29","05:36:00"
2394291,"0.00","254.60","28","05:37:00"
2394311,"0.00","253.65","32","05:38:00"
2394330,"0.00","254.85","34","05:39:00"
2394351,"0.00","254.40","28","05:40:00"
2394367,"0.00","253.63","43","05:41:00"
2394386,"0.00","253.12","33","05:42:00"
2394405,"0.00","251.24","35","05:43:00"
2394424,"0.00","253.47","57","05:44:00"
2394444,"0.00","253.99","65","05:45:00"
2394460,"0.00","253.85","69","05:46:00"
2394481,"0.00","253.49","77","05:47:00"
2394500,"0.00","253.63","99","05:48:00"
2394516,"0.00","251.10","97","05:49:00"
2394534,"0.00","254.38","106","05:50:00"
2394554,"0.00","253.29","108","05:51:00"
2394570,"0.00","253.46","113","05:52:00"
2394590,"0.00","253.93","130","05:53:00"
2394608,"0.00","253.49","102","05:54:00"
2394625,"0.00","253.27","92","05:55:00"
2394644,"0.00","253.40","-","05:56:00"
2394665,"0.00","252.01","111","05:57:00"
2394682,"0.00","252.42","119","05:58:00"
2394704,"0.00","252.46","119","05:59:00"
2394721,"0.00","254.70","143","06:00:00"
2394740,"0.00","254.32","135","06:01:00"
2394759,"0.00","254.74","152","06:02:00"
2394779,"0.00","254.22","206","06:03:00"
2394797,"0.00","254.29","199","06:04:00"
2394813,"0.00","253.34","244","06:05:00"
2394831,"0.00","253.07","215","06:06:00"
2394848,"0.00","252.26","209","06:07:00"
2394868,"0.00","252.56","266","06:08:00"
2394889,"0.00","252.94","280","06:09:00"
2394905,"0.00","253.69","338","06:10:00"
2394925,"0.00","253.82","402","06:11:00"
2394944,"0.00","253.22","440","06:12:00"
2394961,"0.00","252.09","455","06:13:00"
2394982,"0.00","252.29","445","06:14:00"
2395001,"0.00","252.50","411","06:15:00"
2395019,"0.00","253.15","366","06:16:00"
2395039,"0.00","253.34","403","06:17:00"
2395060,"0.00","254.18","399","06:18:00"
2395076,"0.00","253.54","413","06:19:00"
2395094,"0.00","253.17","471","06:20:00"
2395114,"0.00","252.76","474","06:21:00"
2395132,"0.00","251.63","513","06:22:00"
2395152,"0.00","249.42","608","06:23:00"
2395172,"0.00","252.08","650","06:24:00"
2395189,"0.00","253.48","670","06:25:00"
2395208,"0.00","252.56","702","06:26:00"
2395229,"0.00","251.74","732","06:27:00"
2395247,"0.00","251.54","728","06:28:00"
2395266,"0.00","251.22","744","06:29:00"
2395281,"0.00","251.87","746","06:30:00"
2395301,"0.00","251.92","746","06:31:00"
2395323,"0.00","251.93","778","06:32:00"
2395340,"0.00","252.42","780","06:33:00"
2395357,"0.00","252.30","759","06:34:00"
"-","-","-","740","06:35"
2395393,"0.00","253.20","746","06:36:00"
2395413,"0.00","252.85","764","06:37:00"
"-","-","-","769","06:38"
2395449,"0.00","252.75","750","06:39:00"
2395470,"0.00","252.97","781","06:40:00"
2395487,"0.00","253.59","786","06:41:00"
2395509,"0.00","253.91","789","06:42:00"
2395528,"0.00","253.57","806","06:43:00"
2395544,"0.00","252.10","804","06:44:00"
2395565,"0.00","251.86","796","06:45:00"
2395583,"0.00","251.64","786","06:46:00"
2395600,"0.00","252.02","786","06:47:00"
2395620,"0.00","252.29","809","06:48:00"
2395640,"0.00","252.48","802","06:49:00"
2395659,"0.00","252.51","818","06:50:00"
2395676,"0.00","252.87","832","06:51:00"
2395697,"0.00","252.96","801","06:52:00"
2395712,"0.00","254.46","847","06:53:00"
2395735,"0.00","253.12","995","06:54:00"
2395754,"0.00","252.99","1044","06:55:00"
2395772,"0.00","252.26","1014","06:56:00"
2395792,"0.00","252.56","942","06:57:00"
2395813,"0.00","252.88","856","06:58:00"
2395831,"0.00","252.53","794","06:59:00"
2395849,"0.00","252.74","808","07:00:00"
"-","-","-","938","07:01"
2395884,"0.00","250.47","930","07:02:00"
2395905,"0.00","250.84","1018","07:03:00"
"-","-","-","1099","07:04"
2395940,"0.00","249.27","1218","07:05:00"
2395960,"0.00","249.23","1290","07:06:00"
2395979,"0.00","251.56","1353","07:07:00"
2395998,"0.00","250.67","1406","07:08:00"
2396018,"0.00","251.37","1435","07:09:00"
2396037,"0.00","250.74","1347","07:10:00"
2396057,"0.00","249.30","1544","07:11:00"
2396076,"0.00","250.96","1687","07:12:00"
2396094,"0.00","249.36","1693","07:13:00"
2396113,"0.00","250.03","1664","07:14:00"
2396133,"0.00","249.75","1533","07:15:00"
2396151,"0.00","249.29","1340","07:16:00"
2396171,"0.00","249.16","1207","07:17:00"
2396189,"0.00","249.94","1120","07:18:00"
2396207,"0.00","249.14","959","07:19:00"
2396227,"0.00","248.55","1184","07:20:00"
2396243,"0.00","251.29","1607","07:21:00"
2396263,"0.00","251.22","1736","07:22:00"
2396283,"0.00","251.50","1551","07:23:00"
2396300,"0.00","252.08","1635","07:24:00"
2396321,"0.00","252.53","1353","07:25:00"
"-","-","-","1425","07:26"
2396357,"0.00","251.81","1518","07:27:00"
2396380,"0.00","250.79","1574","07:28:00"
2396395,"0.00","249.54","1699","07:29:00"
2396416,"0.00","248.77","1728","07:30:00"
2396435,"0.00","249.85","1866","07:31:00"
2396452,"0.00","250.69","1597","07:32:00"
2396472,"0.00","249.59","1207","07:33:00"
"-","-","-","1460","07:34"
2396509,"0.00","250.07","1617","07:35:00"
2396525,"0.00","249.94","1489","07:36:00"
"-","-","-","1571","07:37"
2396563,"0.00","251.51","1660","07:38:00"
2396580,"0.00","249.19","2050","07:39:00"
"-","-","-","2285","07:40"
2396616,"0.00","249.89","2215","07:41:00"
2396633,"0.00","248.13","1898","07:42:00"
2396651,"0.00","249.69","1550","07:43:00"
2396672,"0.00","249.23","1541","07:44:00"
2396692,"0.00","249.63","1603","07:45:00"
2396709,"0.00","248.17","1853","07:46:00"
2396731,"0.00","246.89","2088","07:47:00"
2396750,"0.00","246.84","1866","07:48:00"
2396766,"0.00","246.91","1284","07:49:00"
2396786,"0.00","248.79","1167","07:50:00"
2396807,"0.00","247.92","1716","07:51:00"
2396824,"0.00","246.33","2014","07:52:00"
2396842,"0.00","247.39","2389","07:53:00"
2396864,"0.00","246.68","2575","07:54:00"
2396878,"0.00","246.62","2600","07:55:00"
2396898,"0.00","246.24","2290","07:56:00"
2396917,"0.00","245.50","2561","07:57:00"
2396934,"0.00","245.09","2860","07:58:00"
2396953,"0.00","243.07","2743","07:59:00"
2396974,"0.00","242.96","2247","08:00:00"
2396989,"0.00","245.90","2357","08:01:00"
2397011,"0.00","246.09","2775","08:02:00"
2397030,"0.00","246.59","2602","08:03:00"
2397048,"0.00","247.82","2127","08:04:00"
2397068,"0.00","244.16","1505","08:05:00"
2397089,"0.00","244.86","1432","08:06:00"
2397109,"0.00","244.75","1906","08:07:00"
2397128,"0.00","244.20","2145","08:08:00"
2397145,"0.00","244.18","2342","08:09:00"
2397166,"0.00","245.30","2885","08:10:00"
2397187,"0.00","245.73","3112","08:11:00"
2397203,"0.00","246.31","3237","08:12:00"
2397224,"0.00","246.65","3227","08:13:00"
2397243,"0.00","245.67","3170","08:14:00"
2397259,"0.00","246.05","3124","08:15:00"
2397281,"0.00","246.49","3006","08:16:00"
2397297,"0.00","245.23","2993","08:17:00"
2397316,"0.00","245.97","3011","08:18:00"
2397335,"0.00","244.11","2983","08:19:00"
2397357,"0.00","243.81","2988","08:20:00"
2397370,"0.00","244.02","2966","08:21:00"
2397389,"0.00","244.22","2935","08:22:00"
2397409,"0.00","244.40","2940","08:23:00"
2397424,"0.00","243.60","2945","08:24:00"
2397443,"0.00","245.74","2925","08:25:00"
2397462,"0.00","245.36","2863","08:26:00"
2397480,"0.00","243.34","2844","08:27:00"
2397498,"0.00","243.29","2861","08:28:00"
2397520,"0.00","244.23","2835","08:29:00"
2397535,"0.00","246.76","2784","08:30:00"
2397555,"0.00","247.75","2732","08:31:00"
2397577,"0.00","247.07","2649","08:32:00"
2397594,"0.00","247.53","2571","08:33:00"
2397613,"0.00","246.69","2712","08:34:00"
2397634,"0.00","248.10","2721","08:35:00"
2397654,"0.00","248.17","2711","08:36:00"
2397675,"0.00","248.13","2723","08:37:00"
"-","-","-","2767","08:38"
2397710,"0.00","247.68","2784","08:39:00"
2397730,"0.00","247.44","2793","08:40:00"
"-","-","-","2749","08:41"
2397765,"0.00","248.48","2803","08:42:00"
2397783,"0.00","247.95","2830","08:43:00"
"-","-","-","2846","08:44"
2397822,"0.00","248.92","2840","08:45:00"
2397842,"0.00","248.31","2805","08:46:00"
2397858,"0.00","247.49","2768","08:47:00"
2397878,"0.00","247.77","2740","08:48:00"
2397895,"0.00","244.89","2689","08:49:00"
2397913,"0.00","246.38","2685","08:50:00"
2397932,"0.00","246.19","2732","08:51:00"
2397953,"0.00","245.57","2795","08:52:00"
2397971,"0.00","246.16","2857","08:53:00"
2397988,"0.00","247.14","2955","08:54:00"
2398004,"0.00","246.85","3043","08:55:00"
2398024,"0.00","246.65","3136","08:56:00"
2398045,"0.00","247.05","3159","08:57:00"
2398059,"0.00","246.82","3120","08:58:00"
2398080,"0.00","246.01","3124","08:59:00"
2398098,"0.00","246.85","3134","09:00:00"
2398115,"0.00","246.63","3134","09:01:00"
2398134,"0.00","246.32","3148","09:02:00"
2398154,"0.00","245.50","3139","09:03:00"
2398172,"0.00","246.42","3074","09:04:00"
2398189,"0.00","246.07","3035","09:05:00"
2398209,"0.00","247.26","3070","09:06:00"
2398226,"0.00","244.02","3119","09:07:00"
2398243,"0.00","243.73","3192","09:08:00"
"-","-","-","3299","09:09"
2398278,"0.00","244.16","3419","09:10:00"
2398298,"0.00","242.25","3500","09:11:00"
2398315,"0.00","238.92","3549","09:12:00"
2398336,"0.00","238.72","3605","09:13:00"
2398353,"0.00","235.90","3651","09:14:00"
2398372,"0.00","233.30","3613","09:15:00"
2398390,"0.00","234.79","3590","09:16:00"
2398411,"0.00","234.70","3595","09:17:00"
2398430,"0.00","231.57","3604","09:18:00"
2398447,"0.00","231.03","3560","09:19:00"
"-","-","-","3548","09:20"
2398483,"0.00","226.66","3565","09:21:00"
2398501,"0.00","225.56","3655","09:22:00"
"-","-","-","3744","09:23"
2398539,"0.00","223.90","3769","09:24:00"
2398556,"0.00","223.17","3775","09:25:00"
2398575,"0.00","222.73","3776","09:26:00"
2398592,"0.00","223.26","3823","09:27:00"
2398610,"0.00","223.88","3866","09:28:00"
2398626,"0.00","222.83","3939","09:29:00"
2398649,"0.00","221.03","3909","09:30:00"
"-","-","-","3824","09:31"
2398685,"0.00","219.18","3850","09:32:00"
2398704,"0.00","215.16","3974","09:33:00"
2398722,"0.00","213.30","4125","09:34:00"
2398741,"0.00","213.79","4260","09:35:00"
2398761,"0.00","216.15","4378","09:36:00"
2398778,"0.00","214.05","4450","09:37:00"
2398798,"0.00","212.12","4466","09:38:00"
2398818,"0.00","211.89","4443","09:39:00"
2398831,"0.00","211.10","4474","09:40:00"
2398851,"0.00","211.73","4556","09:41:00"
2398873,"0.00","212.02","4664","09:42:00"
2398889,"0.00","211.93","4767","09:43:00"
2398910,"0.00","214.76","4877","09:44:00"
2398930,"0.00","212.70","4977","09:45:00"
2398948,"0.00","213.25","5066","09:46:00"
2398966,"0.00","211.27","5186","09:47:00"
"-","-","-","5353","09:48"
2399003,"0.00","208.91","5489","09:49:00"
2399020,"0.00","210.15","5570","09:50:00"
2399040,"0.00","208.60","5703","09:51:00"
2399062,"0.00","209.28","5864","09:52:00"
2399084,"0.00","211.27","6098","09:53:00"
2399103,"0.00","210.87","6266","09:54:00"
2399123,"0.00","210.74","6374","09:55:00"
2399144,"0.00","209.84","6440","09:56:00"
2399160,"0.00","206.08","6503","09:57:00"
2399179,"0.00","205.43","6586","09:58:00"
2399200,"0.00","207.52","6677","09:59:00"
2399220,"0.00","205.61","6823","10:00:00"
2399242,"0.00","206.84","-","10:01:00"
2399264,"0.00","204.67","6987","10:02:00"
2399282,"0.00","204.41","7140","10:03:00"
2399298,"0.00","205.09","7259","10:04:00"
2399314,"0.00","207.34","7440","10:05:00"
2399328,"0.00","206.32","7348","10:06:00"
2399344,"0.00","206.04","7588","10:07:00"
2399357,"0.00","208.20","8375","10:08:00"
2399377,"0.00","207.97","8372","10:09:00"
2399400,"0.00","202.15","8430","10:10:00"
2399418,"0.00","203.83","8783","10:11:00"
2399440,"0.00","203.81","8524","10:12:00"
2399463,"0.00","204.61","8688","10:13:00"
2399482,"0.00","204.18","8320","10:14:00"
2399504,"0.00","205.77","8247","10:15:00"
2399520,"0.00","205.40","7928","10:16:00"
2399539,"0.00","206.92","8563","10:17:00"
2399562,"0.00","206.56","8857","10:18:00"
2399575,"0.00","204.33","7497","10:19:00"
2399591,"0.00","204.88","5964","10:20:00"
2399611,"0.00","205.46","5761","10:21:00"
2399632,"0.00","206.67","7653","10:22:00"
2399652,"0.00","208.21","7586","10:23:00"
2399672,"0.00","210.14","7380","10:24:00"
2399693,"0.00","210.65","7434","10:25:00"
2399715,"0.00","210.20","6953","10:26:00"
"-","-","-","7478","10:27"
2399756,"0.00","207.38","7530","10:28:00"
2399772,"0.00","205.54","7588","10:29:00"
"-","-","-","7754","10:30"
2399802,"0.00","203.90","7862","10:31:00"
2399818,"0.00","205.27","7811","10:32:00"
2399834,"0.00","204.12","7827","10:33:00"
2399857,"0.00","202.39","7823","10:34:00"
2399878,"0.00","200.72","7745","10:35:00"
2399897,"0.00","201.78","7819","10:36:00"
