"id","temperature","humidity","light","co2","ec","ph","wet_temp","dew","hd","vpd","update_time"
995737,"18.21","87.00","0","512.000","1.110","8.750",16.813125610351562,16.011911912480485,2.0205932241248004,0.2716727994736381,"00:41:00.000000"
995747,"18.16","86.96","0","512.000","1.110","8.710",16.760520935058594,15.955405140815591,2.0207774187914254,0.2716842205764031,"00:42:00.000000"
995757,"18.11","87.14","0","514.000","1.180","8.750",16.732215881347656,15.938602637861251,1.9869496170521757,0.2671045648458801,"00:43:00.000000"
995767,"18.10","87.27","0","517.000","1.110","8.790",16.73675537109375,15.9519041109404,1.9656909914379987,0.2642305455369073,"00:44:00.000000"
995777,"18.08","87.48","0","518.000","1.110","8.790",16.74062728881836,15.969988491110882,1.9309589680304633,0.25952181068215874,"00:45:00.000000"
995787,"18.08","87.64","0","519.000","1.070","8.750",16.75811767578125,15.998505386849274,1.9062821761067514,0.25621417971621485,"00:46:00.000000"
995797,"18.07","87.75","0","519.000","1.110","8.790",16.760520935058594,16.008289926834387,1.8881901185938013,0.25379870355778456,"00:47:00.000000"
995807,"18.04","87.91","0","525.000","1.150","8.750",16.749038696289062,16.00719224447356,1.8601955231583371,0.25001288852599474,"00:48:00.000000"
995817,"18.03","88.07","0","527.000","1.070","8.790",16.757049560546875,16.026096215967257,1.8344826009814987,0.246513258941512,"00:49:00.000000"
995827,"18.04","88.12","0","533.000","1.110","8.790",16.772003173828125,16.044562637093204,1.8278844346667515,0.24566820344353033,"00:50:00.000000"
995837,"18.03","88.07","0","535.000","1.180","8.790",16.757049560546875,16.026096215967257,1.8344826009814987,0.246513258941512,"00:51:00.000000"
995847,"18.06","87.96","0","539.000","1.110","8.790",16.77387237548828,16.0358894704027,1.8547142986951055,0.24928550603066063,"00:52:00.000000"
995857,"18.08","87.94","0","541.000","1.110","8.790",16.79096221923828,16.05198217477131,1.8600131912497933,0.24999718400394144,"00:53:00.000000"
995867,"18.08","87.86","0","541.000","1.150","8.820",16.782283782958984,16.03786149680141,1.8723515872116465,0.25164061211982086,"00:54:00.000000"
995877,"18.09","87.86","0","541.000","1.110","8.820",16.79189682006836,16.0476488107658,1.8734688383460156,0.25183477401782,"00:55:00.000000"
995887,"18.08","87.94","0","541.000","1.110","8.790",16.79096221923828,16.05198217477131,1.8600131912497933,0.24999718400394144,"00:56:00.000000"
995897,"18.09","88.08","0","541.000","1.180","8.790",16.816062927246094,16.086944865935337,1.8395180027252493,0.24725557077207014,"00:57:00.000000"
995907,"18.08","88.08","0","540.000","1.150","8.820",16.80644989013672,16.077165483453385,1.8384209983165452,0.24706300030769449,"00:58:00.000000"
995917,"18.08","87.91","0","540.000","1.080","8.850",16.787757873535156,16.046769168114277,1.864640089735488,0.2506040489801311,"00:59:00.000000"
995927,"18.11","87.98","0","540.000","1.150","8.850",16.8243408203125,16.088714601191178,1.8571644165604315,0.24966446904661269,"01:00:00.000000"
995937,"18.11","87.73","0","540.000","1.110","8.850",16.79697036743164,16.044195406740723,1.8957909643258315,0.2548520842326834,"01:01:00.000000"
995947,"18.09","87.75","0","541.000","1.110","8.850",16.77988052368164,16.02808996149517,1.8904442561563997,0.2541102195257082,"01:02:00.000000"
995957,"18.08","87.81","0","541.000","1.150","8.850",16.776809692382812,16.02895115099472,1.8800630846878086,0.25267696774673426,"01:03:00.000000"
995967,"18.08","87.91","0","540.000","1.150","8.850",16.787757873535156,16.046769168114277,1.864640089735488,0.2506040489801311,"01:04:00.000000"
995977,"18.03","87.96","0","540.000","1.190","8.850",16.745033264160156,16.006538134971887,1.8513973609234906,0.24878586200053476,"01:05:00.000000"
995987,"18.00","88.14","0","539.000","1.150","8.850",16.735687255859375,16.008927050590355,1.8204566300000007,0.2446301920924899,"01:06:00.000000"
995997,"17.99","88.33","0","540.000","1.110","8.850",16.74663543701172,16.032599130964535,1.7902237215008885,0.2405523132125083,"01:07:00.000000"
996007,"17.98","88.27","0","539.000","1.150","8.850",16.730613708496094,16.01240464009598,1.7983542813425757,0.24162670626556207,"01:08:00.000000"
996017,"17.96","88.24","0","539.000","1.110","8.890",16.707916259765625,15.987209118685607,1.8008025635496967,0.2419550003528311,"01:09:00.000000"
996027,"17.92","88.47","0","538.000","1.110","8.920",16.694297790527344,15.988542338010534,1.7613716161383035,0.2366156393925735,"01:10:00.000000"
996037,"17.92","88.74","0","538.000","1.110","8.890",16.723670959472656,16.036290129794825,1.7201252730023686,0.23106867277667079,"01:11:00.000000"
996047,"17.89","88.84","0","536.000","1.190","8.890",16.70551300048828,16.02437617770625,1.7017976346589414,0.22859947557268434,"01:12:00.000000"
996057,"17.90","88.84","0","538.000","1.150","8.920",16.715126037597656,16.034128751046158,1.7028141535440007,0.22873204172675762,"01:13:00.000000"
996067,"17.90","88.90","0","539.000","1.080","8.890",16.721668243408203,16.04475109658944,1.6936592387400005,0.22749614590789272,"01:14:00.000000"
996077,"17.86","88.73","0","538.000","1.190","8.920",16.66452407836914,15.975365383630066,1.7154953570508322,0.23041457416732278,"01:15:00.000000"
996087,"17.88","88.70","0","540.000","1.080","8.920",16.680679321289062,15.989885759658131,1.7221176389689568,0.23128654841465704,"01:16:00.000000"
996097,"17.95","88.53","0","539.000","1.080","8.920",16.729812622070312,16.028691411204125,1.7553468498610005,0.2358398710500275,"01:17:00.000000"
996107,"17.95","88.42","0","540.000","1.190","8.920",16.717796325683594,16.009155019133363,1.772181039353999,0.23811028628084152,"01:18:00.000000"
996117,"17.96","88.43","0","540.000","1.110","8.920",16.72861099243164,16.020876309268857,1.7717079643086713,0.23804564842635187,"01:19:00.000000"
996127,"18.00","88.22","0","541.000","1.190","8.960",16.744365692138672,16.023047078392043,1.8081769899999998,0.2429895084988626,"01:20:00.000000"
996137,"18.01","88.11","0","540.000","1.080","8.960",16.742095947265625,16.013490234021678,1.8261509979771038,0.24537450671391775,"01:21:00.000000"
996147,"18.00","88.06","0","537.000","1.190","8.990",16.72687530517578,15.994582909409118,1.8327362699999998,0.2462955844727457,"01:22:00.000000"
996157,"17.96","88.16","0","538.000","1.150","8.960",16.69910430908203,15.972861796882867,1.8130529211248643,0.24361873027987677,"01:23:00.000000"
996167,"17.95","88.21","0","541.000","1.150","8.920",16.695098876953125,15.97221779654139,1.8043190374770006,0.2423961288577697,"01:24:00.000000"
996177,"17.94","88.18","0","538.000","1.150","8.920",16.68201446533203,15.956788452594509,1.8078306150511665,0.2428872387300874,"01:25:00.000000"
996187,"17.96","88.24","0","539.000","1.120","8.920",16.707916259765625,15.987209118685607,1.8008025635496967,0.2419550003528311,"01:26:00.000000"
996197,"17.96","88.05","0","540.000","1.150","8.920",16.68722152709961,15.953503639229325,1.8298971627907186,0.24586139674198043,"01:27:00.000000"
996207,"17.97","88.05","0","539.000","1.120","8.960",16.69696807861328,15.963501854632348,1.8309897876569607,0.2460013626527296,"01:28:00.000000"
996217,"17.99","88.06","0","541.000","1.080","8.960",16.717262268066406,15.984802630521155,1.831642779324815,0.2461037795105785,"01:29:00.000000"
996227,"18.01","87.98","0","541.000","1.120","9.030",16.727943420410156,15.990449898234111,1.8461173251206713,0.24804958250185294,"01:30:00.000000"
996237,"18.01","87.93","0","542.000","1.190","8.990",16.722335815429688,15.981315751771513,1.8537966817143516,0.24910913544000338,"01:31:00.000000"
996247,"18.00","87.84","0","543.000","1.120","8.960",16.702842712402344,15.955427191959986,1.8665052799999984,0.2508348382833816,"01:32:00.000000"
996257,"18.02","87.77","0","542.000","1.150","8.960",16.71459197998047,15.962816197473346,1.879491889212625,0.2525814118199573,"01:33:00.000000"
996267,"18.01","87.68","0","542.000","1.120","8.990",16.695098876953125,15.936909769180506,1.8921934646827498,0.2542524475896141,"01:34:00.000000"
996277,"17.99","87.68","0","542.000","1.150","9.030",16.675872802734375,15.9173218431443,1.889936268114047,0.2539161916566776,"01:35:00.000000"
996287,"17.99","87.68","0","543.000","1.190","8.990",16.675872802734375,15.9173218431443,1.889936268114047,0.2539161916566776,"01:36:00.000000"
996297,"17.99","87.76","0","542.000","1.120","9.030",16.684417724609375,15.931265976004257,1.877663954684735,0.25230427428147983,"01:37:00.000000"
996307,"17.99","87.84","0","541.000","1.080","9.030",16.69322967529297,15.945638978290232,1.8653916412554228,0.2506414573110405,"01:38:00.000000"
996317,"17.98","87.89","0","542.000","1.080","9.030",16.68895721435547,15.944560038094748,1.8566129878140334,0.24949335209112533,"01:39:00.000000"
996327,"17.98","88.00","0","542.000","1.080","8.990",16.700973510742188,15.964146550699292,1.8397486254143995,0.24722535623485342,"01:40:00.000000"
996337,"17.98","87.95","0","542.000","1.160","9.030",16.695632934570312,15.955443034287937,1.8474142446869593,0.24823347733950812,"01:41:00.000000"
996347,"17.98","87.95","0","541.000","1.080","8.990",16.695632934570312,15.955443034287937,1.8474142446869593,0.24823347733950812,"01:42:00.000000"
996357,"17.95","87.99","0","540.000","1.160","8.990",16.671066284179688,15.93305752496106,1.837987416463001,0.2469302071088329,"01:43:00.000000"
996367,"17.93","88.10","0","541.000","1.160","9.030",16.66372299194336,15.932868733757996,1.81898007390288,0.24435969633138513,"01:44:00.000000"
996377,"17.94","88.04","0","541.000","1.080","9.060",16.666793823242188,15.931983203629587,1.8292431604071027,0.24575792292018833,"01:45:00.000000"
996387,"17.94","87.99","0","541.000","1.120","9.030",16.661453247070312,15.923274675529415,1.8368904980342258,0.2467648022987195,"01:46:00.000000"
996397,"17.95","87.99","0","538.000","1.080","9.030",16.671066284179688,15.93305752496106,1.837987416463001,0.2469302071088329,"01:47:00.000000"
996407,"17.96","87.99","0","537.000","1.160","9.030",16.680679321289062,15.942840370906655,1.8390849309720974,0.2470957076594221,"01:48:00.000000"
996417,"17.92","87.98","0","533.000","1.120","9.030",16.640892028808594,15.901530549095495,1.8362260907183359,0.24668579421405817,"01:49:00.000000"
996427,"17.89","88.25","0","535.000","1.120","9.060",16.64142608642578,15.920097919342018,1.791767222871199,0.2406864039026594,"01:50:00.000000"
996437,"17.88","88.49","0","539.000","1.120","9.030",16.65771484375,15.952522864274862,1.7541215950913909,0.2356170383450042,"01:51:00.000000"
996447,"17.88","88.57","0","540.000","1.080","9.060",16.666526794433594,15.96686536051976,1.7419296118066558,0.23395576824845749,"01:52:00.000000"
996457,"17.88","88.57","0","537.000","1.120","9.060",16.666526794433594,15.96686536051976,1.7419296118066558,0.23395576824845749,"01:53:00.000000"
996467,"17.86","88.62","0","537.000","1.190","9.060",16.65264129638672,15.95603361276729,1.7322393223814068,0.23265450050582998,"01:54:00.000000"
996477,"17.84","88.64","0","538.000","1.120","9.100",16.635417938232422,15.939773225633266,1.7271305501091838,0.23195718793536918,"01:55:00.000000"
996487,"17.86","88.67","0","541.000","1.160","9.060",16.657981872558594,15.964723609715339,1.7246284290493286,0.23164791232001428,"01:56:00.000000"
996497,"17.87","88.78","0","543.000","1.120","9.060",16.679611206054688,15.994021498143846,1.7089047822353773,0.22954143824157355,"01:57:00.000000"
996507,"17.89","88.73","0","541.000","1.090","9.100",16.693496704101562,16.004851924774222,1.7185716256815642,0.23086793083095963,"01:58:00.000000"
996517,"17.91","88.68","0","541.000","1.120","9.060",16.707382202148438,16.015686841211288,1.7282589129321888,0.23219599872813354,"01:59:00.000000"
996527,"17.92","88.74","0","540.000","1.160","9.060",16.723670959472656,16.036290129794825,1.7201252730023686,0.23106867277667079,"02:00:00.000000"
996537,"17.92","88.74","0","541.000","1.050","9.100",16.723670959472656,16.036290129794825,1.7201252730023686,0.23106867277667079,"02:01:00.000000"
996547,"17.92","88.74","0","540.000","1.120","9.060",16.723670959472656,16.036290129794825,1.7201252730023686,0.23106867277667079,"02:02:00.000000"
996557,"17.95","88.77","0","541.000","1.200","9.060",16.7559814453125,16.07119291305095,1.718617709149001,0.23089195895374104,"02:03:00.000000"
996567,"17.96","88.70","0","542.000","1.160","9.100",16.757984161376953,16.06859652975211,1.7303630074924783,0.23249181073084985,"02:04:00.000000"
996577,"18.00","88.65","0","540.000","1.160","9.060",16.791229248046875,16.09917943595059,1.7421739249999995,0.23412081510863808,"02:05:00.000000"
996587,"18.01","88.65","0","540.000","1.200","9.100",16.80084228515625,16.108938665396913,1.7432139467653585,0.23425560767069947,"02:06:00.000000"
996597,"18.00","88.60","0","542.000","1.200","9.100",16.785888671875,16.090513220042823,1.7498486999999994,0.23513225995021472,"02:07:00.000000"
996607,"17.99","88.65","0","540.000","1.090","9.100",16.7816162109375,16.089420216951783,1.74113446778364,0.23393323915001182,"02:08:00.000000"
996617,"17.98","88.75","0","541.000","1.050","9.100",16.782684326171875,16.096992815482675,1.7247643363260003,0.23177653833550452,"02:09:00.000000"
996627,"17.98","88.92","0","540.000","1.160","9.100",16.801376342773438,16.127299219192796,1.6987012307992941,0.22823600305487196,"02:10:00.000000"
996637,"17.94","88.96","0","542.000","1.160","9.100",16.766929626464844,16.094796069183705,1.6885321480680986,0.22684250627112448,"02:11:00.000000"
996647,"17.94","89.12","0","543.000","1.200","9.130",16.784286499023438,16.122926476061433,1.6640606676613103,0.2235567870416059,"02:12:00.000000"
996657,"17.94","89.10","0","543.000","1.160","9.130",16.782150268554688,16.11946570523686,1.6671196027121606,0.223961295813692,"02:13:00.000000"
996667,"17.97","89.13","0","541.000","1.120","9.100",16.81446075439453,16.154316135051367,1.6655112127055354,0.22377599438491416,"02:14:00.000000"
996676,"17.98","89.08","0","540.000","1.200","9.130",16.81873321533203,16.155413309471722,1.6741712491271041,0.22494619479196487,"02:15:00.000000"
996686,"18.00","89.00","0","541.000","1.120","9.170",16.82941436767578,16.161069522671177,1.6884505,0.22688322435182648,"02:16:00.000000"
996696,"18.02","88.93","0","541.000","1.090","9.170",16.841163635253906,16.168459875882636,1.7012244655424151,0.22861969907602955,"02:17:00.000000"
996706,"17.98","88.86","0","539.000","1.120","9.170",16.794700622558594,16.116479043176074,1.7078999739263683,0.22950075783195628,"02:18:00.000000"
996716,"17.96","88.80","0","540.000","1.120","9.170",16.768798828125,16.086146967902938,1.7150500605235202,0.23044548593593533,"02:19:00.000000"
996726,"17.94","88.88","0","546.000","1.120","9.210",16.75811767578125,16.080504300095903,1.7007678882714892,0.22850984266501512,"02:20:00.000000"
996736,"17.95","88.91","0","548.000","1.160","9.170",16.771202087402344,16.095885258024715,1.697192377067001,0.22801191346252167,"02:21:00.000000"
996746,"17.95","88.96","0","547.000","1.090","9.170",16.77654266357422,16.104544385944752,1.6895404727520003,0.2270009912255105,"02:22:00.000000"
996756,"17.95","89.07","0","548.000","1.130","9.210",16.788558959960938,16.12401822409952,1.6727062832590018,0.22472569415115587,"02:23:00.000000"
996766,"17.95","89.07","0","549.000","1.130","9.210",16.788558959960938,16.12401822409952,1.6727062832590018,0.22472569415115587,"02:24:00.000000"
996776,"17.95","89.02","0","551.000","1.200","9.170",16.783084869384766,16.11514838751797,1.6803581875740026,0.22576234237802417,"02:25:00.000000"
996786,"17.95","89.04","0","552.000","1.200","9.170",16.785354614257812,16.118826445060186,1.677297425847998,0.22533253781237655,"02:26:00.000000"
996796,"17.96","89.02","0","553.000","1.130","9.240",16.792831420898438,16.12511093061061,1.681361577191808,0.22589519898088567,"02:27:00.000000"
996806,"17.96","89.02","0","553.000","1.130","9.210",16.792831420898438,16.12511093061061,1.681361577191808,0.22589519898088567,"02:28:00.000000"
996816,"17.99","88.97","0","549.000","1.200","9.210",16.816329956054688,16.145700486254288,1.6920452140663915,0.2273563156164041,"02:29:00.000000"
996826,"17.98","88.97","0","551.000","1.130","9.240",16.806716918945312,16.13595253228509,1.6910356115267362,0.22722397683737156,"02:30:00.000000"
996836,"17.99","88.97","0","550.000","1.130","9.240",16.816329956054688,16.145700486254288,1.6920452140663915,0.2273563156164041,"02:31:00.000000"
996846,"17.99","88.97","0","549.000","1.090","9.240",16.816329956054688,16.145700486254288,1.6920452140663915,0.2273563156164041,"02:32:00.000000"
996856,"17.96","88.91","0","547.000","1.130","9.240",16.78081512451172,16.105635321982923,1.698205818857664,0.2281708423806581,"02:33:00.000000"
996866,"17.93","88.93","0","549.000","1.090","9.310",16.753978729248047,16.079633945993415,1.6921100351348635,0.227315524483652,"02:34:00.000000"
996876,"17.94","88.88","0","548.000","1.160","9.280",16.75811767578125,16.080504300095903,1.7007678882714892,0.22850984266501512,"02:35:00.000000"
996886,"17.94","89.04","0","547.000","1.130","9.280",16.775474548339844,16.108648204920613,1.6762964078647027,0.22522518205612627,"02:36:00.000000"
996896,"17.92","89.25","0","548.000","1.160","9.280",16.778945922851562,16.125935313768192,1.642215513745601,0.22061412699085814,"02:37:00.000000"
996906,"17.94","89.55","0","547.000","1.130","9.310",16.830883026123047,16.198314825395883,1.598293564068081,0.21472557070325812,"02:38:00.000000"
996916,"17.91","89.81","0","549.000","1.130","9.280",16.82994842529297,16.214214259911156,1.5557383677366623,0.20899934911447743,"02:39:00.000000"
996926,"17.88","89.99","0","551.000","1.160","9.340",16.820335388183594,16.216098761464792,1.5255219085025917,0.2048727194513976,"02:40:00.000000"
996936,"17.89","90.08","0","548.000","1.200","9.310",16.839561462402344,16.241316372095994,1.5127090085857269,0.20322591561135822,"02:41:00.000000"
996946,"17.91","90.08","0","551.000","1.130","9.340",16.859054565429688,16.261165793258293,1.5145166445483493,0.20347547919834846,"02:42:00.000000"
996956,"17.92","90.08","0","553.000","1.160","9.340",16.86880111694336,16.27109043551348,1.5154211996610574,0.20357400617052832,"02:43:00.000000"
996966,"17.95","89.96","0","555.000","1.130","9.380",16.88495635986328,16.27978373350172,1.5365023864519998,0.2064365114026195,"02:44:00.000000"
996976,"17.95","89.93","0","555.000","1.160","9.340",16.881752014160156,16.274618938589384,1.5410935290409995,0.20704549940889336,"02:45:00.000000"
996986,"17.98","89.94","0","552.000","1.090","9.380",16.91192626953125,16.305913772108447,1.5423225976390729,0.207246679937343,"02:46:00.000000"
996996,"17.99","89.99","0","555.000","1.130","9.410",16.927146911621094,16.324658149870594,1.535573217842666,0.20630475652945074,"02:47:00.000000"
997006,"17.99","89.99","0","557.000","1.090","9.410",16.927146911621094,16.324658149870594,1.535573217842666,0.20630475652945074,"02:48:00.000000"
997016,"18.00","90.00","0","556.000","1.160","9.380",16.937828063964844,16.336090098831207,1.534955,0.20627932832568874,"02:49:00.000000"
997026,"18.00","90.05","0","557.000","1.130","9.380",16.943302154541016,16.344900308490097,1.527280225000002,0.2052368129694468,"02:50:00.000000"
997036,"17.99","90.13","0","557.000","1.130","9.410",16.94223403930664,16.34893984786259,1.5140966693413702,0.20343208908451907,"02:51:00.000000"
997046,"18.00","90.16","0","562.000","1.090","9.410",16.955184936523438,16.36401603040528,1.5103957200000018,0.20297307225337455,"02:52:00.000000"
997056,"17.99","90.18","0","564.000","1.130","9.380",16.947708129882812,16.35774517486619,1.5064264734480481,0.20238940124515423,"02:53:00.000000"
997066,"17.99","90.21","0","566.000","1.170","9.450",16.950912475585938,16.36289831681117,1.501824355912058,0.20177895035953383,"02:54:00.000000"
997076,"18.02","90.11","0","568.000","1.170","9.450",16.96920394897461,16.375057922321346,1.5198834656020335,0.20426675709273495,"02:55:00.000000"
997086,"18.03","90.06","0","567.000","1.170","9.450",16.973609924316406,16.376393985313193,1.5284792165763683,0.20538416175915195,"02:56:00.000000"
997096,"18.02","89.95","0","571.000","1.200","9.410",16.951980590820312,16.34735004015576,1.544472075763439,0.20754924741902378,"02:57:00.000000"
997106,"18.02","89.89","0","570.000","1.170","9.410",16.94530487060547,16.336603681282444,1.5536928045739682,0.2088209736004881,"02:58:00.000000"
997116,"18.02","89.84","0","567.000","1.090","9.450",16.939964294433594,16.328003826311985,1.561376745249408,0.20983813064640416,"02:59:00.000000"
997126,"17.98","89.88","0","570.000","1.130","9.450",16.905517578125,16.29558834797208,1.5515213407661435,0.20846577297360688,"03:00:00.000000"
997136,"17.95","90.01","0","572.000","1.130","9.450",16.890296936035156,16.28838974915319,1.528850482136999,0.20542137261918186,"03:01:00.000000"
997146,"17.95","90.14","0","571.000","1.130","9.410",16.904449462890625,16.311183761510687,1.5089555309179996,0.20273029467291045,"03:02:00.000000"
997156,"17.97","90.12","0","571.000","1.090","9.450",16.92180633544922,16.327590342608293,1.5138225190000618,0.2033864084769057,"03:03:00.000000"
997166,"17.99","90.10","0","571.000","1.130","9.450",16.93889617919922,16.343569480353704,1.518698786877362,0.20406777174531002,"03:04:00.000000"
997176,"18.00","90.05","0","570.000","1.170","9.450",16.943302154541016,16.344900308490097,1.527280225000002,0.2052368129694468,"03:05:00.000000"
997186,"18.01","89.97","0","570.000","1.130","9.520",16.944236755371094,16.3406449994172,1.5404789326922081,0.20701480315227058,"03:06:00.000000"
997196,"18.03","89.95","0","572.000","1.130","9.520",16.961593627929688,16.357064000356374,1.5453939765183602,0.20767485026254812,"03:07:00.000000"
997206,"18.04","89.84","0","572.000","1.090","9.480",16.959457397460938,16.34786925590562,1.5632412336880641,0.21006658992493216,"03:08:00.000000"
997216,"18.00","89.62","0","571.000","1.090","9.550",16.896705627441406,16.269823310186386,1.5932832899999987,0.21410422786959557,"03:09:00.000000"
997226,"18.03","89.41","0","570.000","1.130","9.550",16.90298080444336,16.262597919874356,1.62843007077905,0.21883387609798072,"03:10:00.000000"
997236,"18.11","89.32","0","571.000","1.090","9.520",16.970672607421875,16.325607996719775,1.6501261205378892,0.2218413608296288,"03:11:00.000000"
997246,"18.07","89.26","0","570.000","1.090","9.520",16.925411224365234,16.27567484753025,1.65544178560795,0.22250894855555287,"03:12:00.000000"
997256,"18.08","89.16","0","570.000","1.090","9.520",16.924209594726562,16.267952319567545,1.6718526528314879,0.2246986079545959,"03:13:00.000000"
997266,"18.06","89.26","0","568.000","1.090","9.550",16.915664672851562,16.26572148771368,1.654454449168222,0.22237697988851898,"03:14:00.000000"
997276,"18.06","89.29","0","570.000","1.200","9.520",16.919002532958984,16.27111059438848,1.6498330680252966,0.22174185585966838,"03:15:00.000000"
997286,"18.08","89.21","0","571.000","1.170","9.550",16.929683685302734,16.276791534791954,1.6641411553553276,0.22365664617171283,"03:16:00.000000"
