"id","temperature","humidity","light","co2","ec","ph","update_time"
546911,"22.76","89.96",4627.8,"1010","0.00","6.51","07:15"
546915,"22.78","89.94",4590,"1013","0.00","6.51","07:16"
546919,"22.82","89.75",4430.700000000001,"1012","0.00","6.51","07:17"
546923,"22.84","89.60",3777.3,"1016","0.00","6.51","07:18"
546927,"22.86","89.57",3150.9,"1018","0.00","6.51","07:19"
546931,"22.87","89.47",3888.0000000000005,"1013","0.00","6.54","07:20"
546935,"22.90","89.50",4476.6,"872","0.00","6.54","07:21"
546939,"22.95","89.38",5124.6,"810","0.00","6.54","07:22"
546943,"23.00","89.22",5559.3,"956","0.00","6.51","07:23"
546947,"23.04","89.04",5062.5,"918","0.00","6.54","07:24"
546951,"23.10","89.16",4846.5,"939","0.00","6.51","07:25"
546955,"23.14","88.90",5040.900000000001,"947","0.00","6.54","07:26"
546959,"23.20","88.58",4941,"955","0.00","6.51","07:27"
546963,"23.24","88.32",4382.1,"952","0.00","6.54","07:28"
546967,"23.26","88.21",4357.8,"952","0.00","6.51","07:29"
546971,"23.28","88.24",4104,"972","0.00","6.54","07:30"
546975,"23.34","88.12",3969.0000000000005,"922","0.00","6.54","07:31"
546979,"23.36","88.26",4136.400000000001,"899","0.00","6.54","07:32"
546983,"23.42","88.52",4236.3,"909","0.00","6.54","07:33"
546987,"23.45","87.84",4033.8,"911","0.00","6.51","07:34"
546991,"23.47","87.60",4274.1,"920","0.00","6.51","07:35"
546995,"23.50","87.38",4352.400000000001,"907","0.00","6.54","07:36"
546999,"23.51","87.66",5321.700000000001,"914","0.00","6.51","07:37"
547003,"23.54","87.78",5961.6,"910","0.00","6.54","07:38"
547007,"23.60","87.49",6077.700000000001,"913","0.00","6.54","07:39"
547011,"23.64","87.17",7022.700000000001,"927","0.00","6.51","07:40"
547015,"23.66","87.14",7238.700000000001,"937","0.00","6.51","07:41"
547019,"23.72","87.07",6631.200000000001,"942","0.00","6.54","07:42"
547023,"23.76","87.00",7163.1,"947","0.00","6.54","07:43"
547027,"23.80","86.98",7830.000000000001,"949","0.00","6.54","07:44"
547031,"23.83","86.52",7311.6,"952","0.00","6.54","07:45"
547035,"23.88","86.61",7357.500000000001,"952","0.00","6.54","07:46"
547039,"23.92","86.12",6701.400000000001,"949","0.00","6.54","07:47"
547043,"23.97","86.16",6623.1,"953","0.00","6.54","07:48"
547047,"24.00","85.97",6628.5,"957","0.00","6.54","07:49"
547051,"24.04","85.73",6912,"956","0.00","6.54","07:50"
547055,"24.07","85.71",5934.6,"957","0.00","6.54","07:51"
547059,"24.10","85.38",5216.400000000001,"952","0.00","6.54","07:52"
547063,"24.10","85.29",4843.8,"939","0.00","6.51","07:53"
547067,"24.11","85.13",4209.3,"938","0.00","6.54","07:54"
547071,"24.08","85.23",5135.400000000001,"1024","0.00","6.54","07:55"
547075,"24.09","85.68",5977.8,"783","0.00","6.54","07:56"
547079,"24.06","85.28",5275.8,"900","0.00","6.54","07:57"
547083,"24.00","85.44",4320,"717","0.00","6.51","07:58"
547087,"23.97","85.57",4924.8,"758","0.00","6.54","07:59"
547091,"23.99","85.88",5799.6,"800","0.00","6.51","08:00"
547095,"23.96","85.82",7144.200000000001,"821","0.00","6.51","08:01"
547099,"23.96","86.02",7913.700000000001,"840","0.00","6.54","08:02"
547103,"23.97","86.13",9838.800000000001,"854","0.00","6.54","08:03"
547107,"24.02","86.39",10905.300000000001,"865","0.00","6.54","08:04"
547111,"24.08","85.82",11599.2,"885","0.00","6.54","08:05"
547115,"24.17","85.36",15921.900000000001,"890","0.00","6.51","08:06"
547119,"24.30","85.09",19291.5,"921","0.00","6.51","08:07"
547123,"24.41","84.75",14920.2,"831","0.00","6.51","08:08"
547127,"24.46","84.59",10233,"959","0.00","6.51","08:09"
547131,"24.48","84.40",10033.2,"858","0.00","6.51","08:10"
547135,"24.50","84.15",10214.1,"863","0.00","6.51","08:11"
547139,"24.54","84.21",11709.900000000001,"876","0.00","6.51","08:12"
547143,"24.58","84.59",10532.7,"881","0.00","6.51","08:13"
547147,"24.59","84.00",10403.1,"895","0.00","6.51","08:14"
547151,"24.61","84.40",7965.000000000001,"901","0.00","6.51","08:15"
547155,"24.59","84.34",8116.200000000001,"898","0.00","6.51","08:16"
547159,"24.58","84.61",6687.900000000001,"902","0.00","6.51","08:17"
547163,"24.58","84.28",8672.400000000001,"892","0.00","6.51","08:18"
547167,"24.58","84.45",10257.300000000001,"855","0.00","6.51","08:19"
547171,"24.58","84.53",12395.7,"799","0.00","6.51","08:20"
547175,"24.60","84.51",9217.800000000001,"823","0.00","6.51","08:21"
547179,"24.62","84.12",8683.2,"908","0.00","6.51","08:22"
547183,"24.61","83.86",7560.000000000001,"906","0.00","6.51","08:23"
547187,"24.63","84.40",8340.300000000001,"900","0.00","6.51","08:24"
547191,"24.64","83.95",11480.400000000001,"914","0.00","6.51","08:25"
547195,"24.64","84.09",13556.7,"800","0.00","6.51","08:26"
547199,"24.69","83.79",11550.6,"753","0.00","6.51","08:27"
547203,"24.74","83.15",10640.7,"800","0.00","6.51","08:28"
547207,"24.76","83.19",10095.300000000001,"818","0.00","6.48","08:29"
547211,"24.76","82.85",10362.6,"815","0.00","6.51","08:30"
547215,"24.74","83.97",11334.6,"867","0.00","6.51","08:31"
547219,"24.74","83.35",11836.800000000001,"810","0.00","6.51","08:32"
547223,"24.76","82.82",10432.800000000001,"745","0.00","6.51","08:33"
547227,"24.77","83.16",7168.500000000001,"904","0.00","6.51","08:34"
547231,"24.76","83.75",6685.200000000001,"837","0.00","6.51","08:35"
547235,"24.67","83.34",6728.400000000001,"806","0.00","6.51","08:36"
547239,"24.62","83.95",8037.900000000001,"830","0.00","6.48","08:37"
547243,"24.64","84.35",8629.2,"844","0.00","6.51","08:38"
547247,"24.66","84.15",7203.6,"849","0.00","6.51","08:39"
547251,"24.66","83.39",6183,"852","0.00","6.51","08:40"
547255,"24.67","83.34",5394.6,"856","0.00","6.51","08:41"
547259,"24.64","83.73",5991.3,"822","0.00","6.51","08:42"
547263,"24.64","83.70",7163.1,"815","0.00","6.51","08:43"
547267,"24.60","83.83",6436.8,"863","0.00","6.51","08:44"
547271,"24.58","83.26",5478.3,"803","0.00","6.51","08:45"
547275,"24.60","83.32",4984.200000000001,"814","0.00","6.51","08:46"
547279,"24.58","83.32",5305.5,"814","0.00","6.51","08:47"
547283,"24.58","83.03",6442.200000000001,"812","0.00","6.51","08:48"
547287,"24.56","83.34",5238,"820","0.00","6.51","08:49"
547291,"24.57","83.37",5205.6,"833","0.00","6.51","08:50"
547295,"24.55","83.25",5367.6,"842","0.00","6.51","08:51"
547299,"24.54","83.14",4822.200000000001,"861","0.00","6.51","08:52"
547303,"24.49","83.61",4509,"837","0.00","6.51","08:53"
547307,"24.45","83.37",5302.8,"876","0.00","6.51","08:54"
547311,"24.43","83.71",6177.6,"821","0.00","6.51","08:55"
547315,"24.44","83.54",5688.900000000001,"817","0.00","6.51","08:56"
547319,"24.41","84.01",4889.700000000001,"838","0.00","6.51","08:57"
547323,"24.39","84.60",4438.8,"885","0.00","6.51","08:58"
547327,"24.37","84.68",4703.400000000001,"871","0.00","6.51","08:59"
547331,"24.35","84.51",7403.400000000001,"886","0.00","6.51","09:00"
547335,"24.33","85.12",8407.800000000001,"896","0.00","6.51","09:01"
547339,"24.30","84.86",7657.200000000001,"900","0.00","6.51","09:02"
547343,"24.32","84.78",6658.200000000001,"878","0.00","6.51","09:03"
547347,"24.35","85.07",8353.800000000001,"829","0.00","6.51","09:04"
547351,"24.36","84.48",11118.6,"871","0.00","6.51","09:05"
547355,"24.44","84.41",11793.6,"861","0.00","6.51","09:06"
547359,"24.48","84.73",10751.400000000001,"814","0.00","6.51","09:07"
547363,"24.53","84.55",10640.7,"724","0.00","6.51","09:09"
547367,"24.59","84.28",12195.900000000001,"760","0.00","6.51","09:10"
547371,"24.62","84.57",14709.6,"817","0.00","6.51","09:11"
547375,"24.73","84.76",17344.800000000003,"838","0.00","6.51","09:12"
547379,"24.84","83.60",19377.9,"848","0.00","6.51","09:13"
547383,"24.95","83.03",20147.4,"857","0.00","6.51","09:14"
547387,"25.08","83.06",18195.300000000003,"851","0.00","6.51","09:15"
547391,"25.16","83.39",16472.7,"852","0.00","6.51","09:16"
547395,"25.24","82.87",14161.500000000002,"862","0.00","6.51","09:17"
547399,"25.29","83.62",12271.5,"856","0.00","6.48","09:18"
547403,"25.32","82.46",12811.5,"847","0.00","6.48","09:19"
547407,"25.38","81.90",15479.1,"844","0.00","6.48","09:20"
547411,"25.44","82.37",16143.300000000001,"796","0.00","6.48","09:21"
547415,"25.47","81.55",15128.1,"802","0.00","6.48","09:22"
547419,"25.54","81.96",13683.6,"748","0.00","6.48","09:23"
547423,"25.54","81.54",13235.400000000001,"741","0.00","6.48","09:24"
547427,"25.58","81.32",13278.6,"756","0.00","6.48","09:25"
547431,"25.56","80.57",14161.500000000002,"772","0.00","6.48","09:26"
547435,"25.58","80.63",15066.000000000002,"827","0.00","6.48","09:27"
547439,"25.59","81.12",15079.500000000002,"773","0.00","6.44","09:28"
547443,"25.61","80.64",15946.2,"719","0.00","6.48","09:29"
547447,"25.64","80.04",15773.400000000001,"882","0.00","6.48","09:30"
547451,"25.68","80.19",16313.400000000001,"839","0.00","6.44","09:31"
547455,"25.76","79.89",17639.100000000002,"701","0.00","6.48","09:32"
547459,"25.79","80.39",18549,"707","0.00","6.44","09:33"
547463,"25.90","79.69",18678.600000000002,"716","0.00","6.48","09:34"
547467,"26.00","79.42",17614.800000000003,"716","0.00","6.48","09:35"
547471,"26.07","80.68",16569.9,"719","0.00","6.48","09:36"
547475,"26.11","80.60",16119.000000000002,"693","0.00","6.48","09:37"
547479,"26.17","79.60",15592.500000000002,"664","0.00","6.48","09:38"
547483,"26.17","79.00",14758.2,"676","0.00","6.48","09:39"
547487,"26.19","79.40",15039.000000000002,"693","0.00","6.44","09:40"
547491,"26.20","80.82",15039.000000000002,"708","0.00","6.44","09:41"
547495,"26.27","79.22",14202.000000000002,"719","0.00","6.48","09:42"
547499,"26.32","78.62",13313.7,"727","0.00","6.48","09:43"
547503,"26.30","78.76",12857.400000000001,"737","0.00","6.44","09:44"
547507,"26.29","77.77",12706.2,"741","0.00","6.44","09:45"
547511,"26.31","77.63",12244.5,"716","0.00","6.44","09:46"
547515,"26.30","77.13",11353.5,"730","0.00","6.44","09:47"
547519,"26.29","76.93",11280.6,"638","0.00","6.44","09:48"
547523,"26.29","77.66",12312,"719","0.00","6.44","09:49"
547527,"26.28","77.33",12933,"731","0.00","6.44","09:50"
547531,"26.28","76.87",11693.7,"690","0.00","6.44","09:51"
547535,"26.26","76.84",9760.5,"653","0.00","6.44","09:52"
547539,"26.24","76.28",8537.400000000001,"777","0.00","6.44","09:53"
547543,"26.22","76.42",7384.500000000001,"780","0.00","6.44","09:54"
547547,"26.23","76.83",6795.900000000001,"780","0.00","6.44","09:55"
547551,"26.21","76.33",7219.8,"789","0.00","6.44","09:56"
547555,"26.20","76.15",8896.5,"783","0.00","6.44","09:57"
547559,"26.19","77.05",9533.7,"797","0.00","6.48","09:58"
547563,"26.18","76.47",8610.300000000001,"802","0.00","6.48","09:59"
547567,"26.16","76.90",7141.500000000001,"799","0.00","6.48","10:00"
547571,"26.10","77.65",6237,"799","0.00","6.48","10:01"
547575,"26.08","77.50",6166.8,"803","0.00","6.44","10:02"
547579,"26.04","76.79",6752.700000000001,"803","0.00","6.48","10:03"
547583,"26.00","77.10",7060.500000000001,"800","0.00","6.48","10:04"
547587,"25.95","77.27",6868.8,"798","0.00","6.48","10:05"
547591,"25.94","77.35",6552.900000000001,"804","0.00","6.48","10:06"
547595,"25.93","77.79",7476.3,"795","0.00","6.48","10:07"
547599,"25.94","77.44",9420.300000000001,"803","0.00","6.48","10:08"
547603,"26.01","77.54",11510.1,"798","0.00","6.48","10:09"
547607,"26.10","77.91",11593.800000000001,"800","0.00","6.48","10:10"
547611,"26.18","78.10",10273.5,"795","0.00","6.48","10:11"
547615,"26.20","78.39",8172.900000000001,"802","0.00","6.51","10:12"
547619,"26.24","78.63",6655.5,"800","0.00","6.51","10:13"
547623,"26.24","79.15",7028.1,"801","0.00","6.51","10:14"
547627,"26.26","79.04",8100.000000000001,"804","0.00","6.51","10:15"
547631,"26.25","78.23",8386.2,"796","0.00","6.51","10:16"
547635,"26.29","78.24",8121.6,"805","0.00","6.48","10:17"
547639,"26.34","77.99",8256.6,"813","0.00","6.48","10:18"
547643,"26.35","77.73",9244.800000000001,"795","0.00","6.48","10:19"
547647,"26.38","77.68",10870.2,"789","0.00","6.44","10:20"
547651,"26.45","78.01",12627.900000000001,"789","0.00","6.48","10:21"
547655,"26.54","77.47",12762.900000000001,"783","0.00","6.48","10:22"
547659,"26.63","77.78",12549.6,"784","0.00","6.44","10:23"
547663,"26.72","77.69",11526.300000000001,"782","0.00","6.48","10:24"
547667,"26.79","77.23",11353.5,"774","0.00","6.48","10:25"
547671,"26.86","77.28",10324.800000000001,"767","0.00","6.48","10:26"
547675,"26.92","76.85",9555.300000000001,"756","0.00","6.51","10:27"
547679,"27.00","76.05",9004.5,"751","0.00","6.48","10:28"
547683,"27.02","76.05",8793.900000000001,"747","0.00","6.48","10:29"
547687,"27.07","75.09",8434.800000000001,"751","0.00","6.44","10:30"
547691,"27.11","74.89",8467.2,"754","0.00","6.48","10:31"
547695,"27.14","74.99",8510.400000000001,"728","0.00","6.44","10:32"
547699,"27.19","74.94",8521.2,"618","0.00","6.44","10:33"
547703,"27.22","75.68",8880.300000000001,"574","0.00","6.48","10:34"
547707,"27.26","75.16",11032.2,"627","0.00","6.48","10:35"
547711,"27.32","75.20",12673.800000000001,"637","0.00","6.48","10:36"
547715,"27.39","75.24",13081.5,"635","0.00","6.48","10:37"
547719,"27.48","75.20",12301.2,"653","0.00","6.48","10:38"
547723,"27.60","75.84",12344.400000000001,"670","0.00","6.48","10:39"
547727,"27.68","75.51",13891.500000000002,"638","0.00","6.48","10:40"
547731,"27.79","74.58",16189.2,"640","0.00","6.48","10:41"
547735,"27.84","73.70",19062,"635","0.00","6.44","10:42"
547739,"27.91","72.47",21411,"701","0.00","6.44","10:43"
547743,"28.00","74.74",26195.4,"632","0.00","6.44","10:44"
547747,"28.14","73.20",35731.8,"521","0.00","6.44","10:45"
547751,"28.33","72.22",39303.9,"619","0.00","6.44","10:46"
547755,"28.53","72.79",39363.3,"638","0.00","6.44","10:47"
547759,"28.74","71.64",40675.5,"642","0.00","6.44","10:48"
547763,"28.93","70.56",38137.5,"628","0.00","6.41","10:49"
547767,"29.06","70.31",37586.700000000004,"602","0.00","6.41","10:50"
547771,"29.18","68.18",35715.600000000006,"519","0.00","6.41","10:51"
547775,"29.34","66.93",35064.9,"470","0.00","6.37","10:52"
547779,"29.50","66.50",33833.700000000004,"496","0.00","6.37","10:53"
547783,"29.62","65.23",32370.300000000003,"601","0.00","6.37","10:54"
547787,"29.74","65.62",31444.2,"600","0.00","6.37","10:55"
547791,"29.83","64.62",27909.9,"491","0.00","6.37","10:56"
547795,"29.87","64.23",23681.7,"526","0.00","6.37","10:57"
547799,"29.84","65.43",21786.300000000003,"641","0.00","6.37","10:58"
547803,"29.79","66.18",23066.100000000002,"431","0.00","6.37","10:59"
547807,"29.72","66.23",24448.5,"524","0.00","6.37","11:00"
547811,"29.73","65.47",25485.300000000003,"512","0.00","6.37","11:01"
547815,"29.76","64.67",26476.2,"527","0.00","6.41","11:02"
547819,"29.77","65.35",25299,"476","0.00","6.37","11:03"
547823,"29.85","66.07",24864.300000000003,"494","0.00","6.41","11:04"
547827,"29.98","64.93",24426.9,"574","0.00","6.41","11:05"
547831,"30.01","63.54",25355.7,"461","0.00","6.41","11:06"
547835,"29.94","62.88",25625.7,"610","0.00","6.41","11:07"
547839,"29.89","63.89",26867.7,"539","0.00","6.41","11:08"
547843,"29.94","62.91",31276.800000000003,"658","0.00","6.41","11:09"
547847,"30.06","62.71",32556.600000000002,"511","0.00","6.41","11:10"
547851,"30.25","62.15",31460.4,"506","0.00","6.41","11:11"
547855,"30.39","62.55",31857.300000000003,"439","0.00","6.37","11:12"
547859,"30.57","61.30",36047.700000000004,"639","0.00","6.41","11:13"
547863,"30.76","61.08",35999.100000000006,"733","0.00","6.41","11:14"
547867,"30.98","60.64",33930.9,"506","0.00","6.41","11:15"
547871,"31.24","62.75",40429.8,"511","0.00","6.41","11:16"
547875,"31.64","68.99",48416.4,"507","0.00","6.41","11:17"
547879,"32.00","64.77",39992.4,"483","0.00","6.41","11:18"
547883,"32.25","61.82",32124.600000000002,"429","0.00","6.37","11:19"
547887,"32.40","61.02",31247.100000000002,"407","0.00","6.41","11:20"
547891,"32.56","59.44",43092,"406","0.00","6.37","11:21"
547895,"32.83","61.03",40626.9,"409","0.00","6.37","11:22"
547899,"33.07","62.35",33995.700000000004,"411","0.00","6.37","11:23"
547903,"33.34","65.02",35305.200000000004,"415","0.00","6.37","11:24"
547907,"33.52","63.30",26608.5,"418","0.00","6.37","11:25"
547911,"33.66","68.30",25960.5,"421","0.00","6.37","11:26"
547915,"33.80","64.04",26524.800000000003,"422","0.00","6.41","11:27"
547919,"33.75","59.68",25620.300000000003,"423","0.00","6.37","11:28"
547923,"33.78","60.20",25434,"421","0.00","6.37","11:29"
547927,"33.72","58.57",25690.5,"420","0.00","6.37","11:30"
547931,"33.76","61.52",25903.800000000003,"421","0.00","6.41","11:31"
547935,"33.73","60.41",24167.7,"422","0.00","6.37","11:32"
547939,"33.67","60.94",23741.100000000002,"421","0.00","6.37","11:33"
547943,"33.62","56.35",23765.4,"464","0.00","6.37","11:34"
547947,"33.47","57.48",26746.2,"423","0.00","6.37","11:35"
547951,"33.41","55.23",27645.300000000003,"694","0.00","6.37","11:36"
547955,"33.38","57.05",24864.300000000003,"406","0.00","6.37","11:37"
547959,"33.37","62.31",23546.7,"409","0.00","6.37","11:38"
547963,"33.36","58.64",21135.600000000002,"400","0.00","6.37","11:39"
547967,"33.29","55.98",20738.7,"488","0.00","6.37","11:40"
547971,"33.29","57.87",23103.9,"424","0.00","6.37","11:41"
547975,"33.18","60.61",24216.300000000003,"426","0.00","6.37","11:42"
547979,"33.03","58.24",24370.2,"638","0.00","6.37","11:43"
547983,"32.87","57.81",23989.5,"482","0.00","6.37","11:44"
547987,"32.71","57.02",24424.2,"475","0.00","6.37","11:45"
547991,"32.65","55.15",25787.7,"511","0.00","6.37","11:46"
547995,"32.57","56.26",27807.300000000003,"421","0.00","6.37","11:47"
547999,"32.57","56.07",29754.000000000004,"446","0.00","6.37","11:48"
548003,"32.60","56.04",31036.500000000004,"421","0.00","6.37","11:49"
548007,"32.51","56.51",32726.7,"414","0.00","6.37","11:50"
548011,"32.50","56.83",34584.3,"509","0.00","6.37","11:51"
548015,"32.55","55.04",35353.8,"413","0.00","6.37","11:52"
548019,"32.64","55.95",36431.100000000006,"413","0.00","6.33","11:53"
548023,"32.72","55.29",36082.8,"574","0.00","6.33","11:54"
548027,"32.80","54.89",31544.100000000002,"414","0.00","6.33","11:55"
548031,"32.84","54.41",26171.100000000002,"405","0.00","6.33","11:56"
548035,"32.80","55.18",22723.2,"415","0.00","6.33","11:57"
548039,"32.81","55.34",20646.9,"412","0.00","6.33","11:58"
548043,"32.80","56.10",18400.5,"434","0.00","6.33","11:59"
548047,"32.80","57.79",16883.100000000002,"461","0.00","6.33","12:00"
548051,"32.74","56.16",15759.900000000001,"455","0.00","6.37","12:01"
548056,"32.64","56.66",14879.7,"521","0.00","6.37","12:02"
548059,"32.42","57.67",15919.2,"401","0.00","6.33","12:03"
548063,"32.29","57.75",18036,"503","0.00","6.33","12:04"
548067,"32.28","58.38",20906.100000000002,"492","0.00","6.33","12:05"
548071,"32.30","60.22",23330.7,"435","0.00","6.33","12:06"
548076,"32.29","58.20",26516.7,"399","0.00","6.37","12:07"
548079,"32.30","57.34",28593.000000000004,"455","0.00","6.33","12:08"
548083,"32.30","56.35",29934.9,"562","0.00","6.33","12:09"
548088,"32.41","57.61",29475.9,"427","0.00","6.33","12:10"
548091,"32.46","56.76",29475.9,"518","0.00","6.33","12:11"
548095,"32.43","57.33",29886.300000000003,"592","0.00","6.33","12:12"
548100,"32.36","55.18",31179.600000000002,"425","0.00","6.33","12:13"
548104,"32.39","54.77",32548.500000000004,"429","0.00","6.33","12:14"
548108,"32.47","55.96",37378.8,"536","0.00","6.33","12:15"
548111,"32.61","58.24",37351.8,"416","0.00","6.33","12:16"
548115,"32.75","55.39",41123.700000000004,"411","0.00","6.33","12:17"
548120,"32.81","55.40",36495.9,"529","0.00","6.33","12:18"
548124,"32.84","55.12",35623.8,"399","0.00","6.30","12:19"
548127,"32.85","55.73",33477.3,"424","0.00","6.33","12:20"
548132,"32.98","55.33",35291.700000000004,"403","0.00","6.33","12:21"
548136,"33.05","58.85",31406.4,"426","0.00","6.33","12:22"
548140,"33.11","54.58",30569.4,"420","0.00","6.33","12:23"
548144,"33.16","54.29",29999.7,"414","0.00","6.33","12:24"
548148,"33.20","55.10",30269.7,"470","0.00","6.33","12:25"
548151,"33.22","55.78",32251.500000000004,"417","0.00","6.33","12:26"
548156,"33.26","54.53",32100.300000000003,"409","0.00","6.30","12:27"
548159,"33.28","55.73",32640.300000000003,"425","0.00","6.30","12:28"
548164,"33.29","55.28",33399,"433","0.00","6.30","12:29"
548168,"33.38","57.53",36004.5,"420","0.00","6.30","12:30"
548172,"33.51","55.89",39960,"429","0.00","6.33","12:31"
548176,"33.66","53.95",43969.5,"421","0.00","6.30","12:32"
548180,"33.66","53.01",39252.600000000006,"410","0.00","6.30","12:33"
548184,"33.69","55.01",51580.8,"400","0.00","6.30","12:34"
548188,"33.79","53.22",52131.600000000006,"399","0.00","6.30","12:35"
548192,"33.84","52.94",44039.700000000004,"411","0.00","6.30","12:36"
548196,"33.90","52.10",38196.9,"400","0.00","6.33","12:38"
548200,"33.85","54.10",38286,"408","0.00","6.30","12:38"
548204,"33.86","53.36",42568.200000000004,"410","0.00","6.30","12:39"
548208,"33.85","54.42",39673.8,"413","0.00","6.30","12:41"
548212,"33.88","54.46",32656.500000000004,"410","0.00","6.30","12:42"
548216,"33.85","52.74",32697.000000000004,"411","0.00","6.30","12:42"
548220,"33.79","51.99",43407.9,"417","0.00","6.30","12:44"
548224,"33.78","51.99",34025.4,"416","0.00","6.30","12:45"
548228,"33.73","52.66",31160.7,"421","0.00","6.30","12:46"
548232,"33.73","52.73",30715.2,"420","0.00","6.30","12:47"
548236,"33.67","52.94",32256.9,"418","0.00","6.30","12:48"
548240,"33.49","54.44",34190.100000000006,"416","0.00","6.30","12:49"
548244,"33.38","52.52",36571.5,"399","0.00","6.30","12:50"
548248,"33.32","53.35",31293.000000000004,"400","0.00","6.27","12:51"
548252,"33.21","54.62",27537.300000000003,"402","0.00","6.30","12:52"
548256,"33.13","55.90",26716.5,"408","0.00","6.30","12:53"
548260,"33.03","54.41",26041.5,"414","0.00","6.30","12:54"
548264,"32.91","56.47",25533.9,"428","0.00","6.30","12:55"
548268,"32.74","55.87",26090.100000000002,"433","0.00","6.27","12:56"
548272,"32.61","54.60",26767.800000000003,"482","0.00","6.30","12:57"
548276,"32.53","54.30",26595,"428","0.00","6.27","12:58"
548280,"32.47","54.62",26265.600000000002,"428","0.00","6.30","12:59"
548284,"32.34","54.63",24985.800000000003,"430","0.00","6.27","13:00"
548288,"32.25","53.33",22950,"429","0.00","6.30","13:01"
548292,"32.23","54.45",21851.100000000002,"425","0.00","6.30","13:02"
548296,"32.22","56.44",21429.9,"426","0.00","6.27","13:03"
548300,"32.12","56.29",21381.300000000003,"429","0.00","6.27","13:04"
548304,"32.04","56.19",21716.100000000002,"432","0.00","6.30","13:05"
548308,"32.16","55.95",22026.600000000002,"437","0.00","6.27","13:06"
548312,"32.23","56.15",23908.5,"449","0.00","6.30","13:07"
548316,"32.32","56.16",24688.800000000003,"472","0.00","6.30","13:08"
548320,"32.39","56.01",25820.100000000002,"428","0.00","6.30","13:09"
548324,"32.49","54.91",25825.5,"451","0.00","6.30","13:10"
548328,"32.59","54.99",25515,"475","0.00","6.30","13:11"
548332,"32.69","55.67",25336.800000000003,"434","0.00","6.27","13:12"
548336,"32.77","56.55",25752.600000000002,"612","0.00","6.27","13:13"
548340,"32.83","61.22",26157.600000000002,"417","0.00","6.27","13:14"
548344,"32.90","55.54",27324,"425","0.00","6.27","13:15"
548348,"33.04","58.62",31309.2,"427","0.00","6.27","13:16"
548352,"33.26","56.07",35089.200000000004,"416","0.00","6.30","13:17"
548356,"33.40","57.50",31074.300000000003,"661","0.00","6.30","13:18"
548360,"33.51","62.14",29408.4,"432","0.00","6.30","13:19"
548364,"33.64","63.70",28925.100000000002,"433","0.00","6.30","13:20"
548368,"33.79","63.13",28193.4,"433","0.00","6.30","13:21"
548372,"33.94","66.83",25776.9,"432","0.00","6.27","13:22"
548376,"34.01","63.82",24470.100000000002,"433","0.00","6.27","13:23"
548380,"34.10","64.90",23905.800000000003,"431","0.00","6.30","13:24"
548384,"34.09","56.58",23757.300000000003,"423","0.00","6.27","13:25"
548388,"34.00","56.98",23816.7,"434","0.00","6.27","13:26"
548392,"33.86","55.62",24391.800000000003,"411","0.00","6.27","13:27"
548396,"33.82","55.93",24669.9,"417","0.00","6.27","13:28"
548400,"33.85","62.76",25083,"433","0.00","6.27","13:29"
548404,"33.90","64.15",24961.5,"468","0.00","6.27","13:30"
548408,"33.96","54.57",25150.5,"398","0.00","6.27","13:31"
548412,"34.05","63.23",25096.5,"399","0.00","6.30","13:32"
548416,"34.14","54.33",24853.5,"400","0.00","6.27","13:33"
548420,"34.17","52.75",24753.600000000002,"400","0.00","6.27","13:34"
548424,"34.17","56.62",24057,"400","0.00","6.27","13:35"
548428,"34.21","53.24",24065.100000000002,"412","0.00","6.27","13:36"
548432,"34.21","54.12",24424.2,"400","0.00","6.23","13:37"
548436,"34.21","55.79",24788.7,"400","0.00","6.27","13:38"
548440,"34.30","63.46",25218,"400","0.00","6.27","13:39"
548444,"34.38","57.87",26125.2,"400","0.00","6.27","13:40"
548448,"34.38","57.45",26946,"400","0.00","6.27","13:41"
548452,"34.43","52.11",28811.7,"419","0.00","6.27","13:42"
548456,"34.42","55.44",30356.100000000002,"400","0.00","6.27","13:43"
548460,"34.61","63.86",29670.300000000003,"400","0.00","6.27","13:44"
548464,"34.64","51.68",30248.100000000002,"417","0.00","6.23","13:45"
548468,"34.71","59.51",31087.800000000003,"400","0.00","6.23","13:46"
548472,"34.80","53.52",30712.500000000004,"400","0.00","6.23","13:47"
548476,"34.81","50.79",30998.7,"400","0.00","6.23","13:48"
548480,"34.79","52.58",31789.800000000003,"400","0.00","6.23","13:49"
548484,"34.77","48.95",30169.800000000003,"401","0.00","6.23","13:50"
548488,"34.67","48.77",30431.7,"399","0.00","6.23","13:51"
548492,"34.58","50.40",32683.500000000004,"403","0.00","6.20","13:52"
548496,"34.58","48.76",32194.800000000003,"399","0.00","6.27","13:53"
548500,"34.55","48.33",32381.100000000002,"400","0.00","6.20","13:54"
548504,"34.51","50.55",29170.800000000003,"400","0.00","6.27","13:55"
548508,"34.45","52.86",29084.4,"400","0.00","6.23","13:56"
548512,"34.46","52.08",29243.7,"400","0.00","6.23","13:57"
548516,"34.51","53.90",31549.500000000004,"400","0.00","6.20","13:58"
548520,"34.58","48.73",37368,"401","0.00","6.27","13:59"
548524,"34.62","50.01",44120.700000000004,"401","0.00","6.27","14:00"
548528,"34.84","52.00",41987.700000000004,"401","0.00","6.27","14:01"
548532,"34.99","52.08",33134.4,"401","0.00","6.27","14:02"
548536,"35.12","53.86",34565.4,"402","0.00","6.20","14:03"
548540,"35.28","55.50",31646.7,"402","0.00","6.20","14:04"
